Timestamp,HP3458A @ 10 @ HP3458
2026-03-06 23:33:51.441,-6.710618173E-05
2026-03-06 23:33:51.565,-5.560990359E-05
2026-03-06 23:33:51.688,-6.532381303E-05
2026-03-06 23:33:51.814,-5.783786447E-05
2026-03-06 23:33:51.937,-4.874778407E-05
2026-03-06 23:33:52.060,-4.954984999E-05
2026-03-06 23:33:52.185,-6.416527337E-05
2026-03-06 23:33:52.311,-6.443262867E-05
2026-03-06 23:33:52.439,-6.265025997E-05
2026-03-06 23:33:52.559,-6.122436501E-05
2026-03-06 23:33:52.687,-5.659020637E-05
2026-03-06 23:33:52.811,-6.042229909E-05
2026-03-06 23:33:52.937,-5.79269829E-05
2026-03-06 23:33:53.058,-5.48969561E-05
2026-03-06 23:33:53.182,-5.507519297E-05
2026-03-06 23:33:53.305,-4.98172053E-05
2026-03-06 23:33:53.433,-4.821307346E-05
2026-03-06 23:33:53.553,-6.238290466E-05
2026-03-06 23:33:53.677,-6.282849684E-05
2026-03-06 23:33:53.803,-6.202643092E-05
2026-03-06 23:33:53.930,-6.086789127E-05
2026-03-06 23:33:54.054,-6.184819405E-05
2026-03-06 23:33:54.181,-5.997670691E-05
2026-03-06 23:33:54.308,-5.774874603E-05
2026-03-06 23:33:54.431,-5.391665332E-05
2026-03-06 23:33:54.554,-5.079750808E-05
2026-03-06 23:33:54.678,-5.525342985E-05
2026-03-06 23:33:54.803,-5.070838965E-05
2026-03-06 23:33:54.927,-5.177781087E-05
2026-03-06 23:33:55.054,-5.249075835E-05
2026-03-06 23:33:55.179,-6.487822085E-05
2026-03-06 23:33:55.302,-6.166995718E-05
2026-03-06 23:33:55.428,-5.783786447E-05
2026-03-06 23:33:55.552,-6.72844186E-05
2026-03-06 23:33:55.677,-5.962023317E-05
2026-03-06 23:33:55.801,-6.024406222E-05
2026-03-06 23:33:55.925,-5.454048236E-05
2026-03-06 23:33:56.049,-6.033318065E-05
2026-03-06 23:33:56.174,-5.061927121E-05
2026-03-06 23:33:56.299,-4.954984999E-05
2026-03-06 23:33:56.423,-6.202643092E-05
2026-03-06 23:33:56.547,-6.407615493E-05
2026-03-06 23:33:56.671,-6.318497058E-05
2026-03-06 23:33:56.797,-6.051141752E-05
2026-03-06 23:33:56.921,-5.908552256E-05
2026-03-06 23:33:57.046,-5.819433821E-05
2026-03-06 23:33:57.168,-5.552078515E-05
2026-03-06 23:33:57.291,-6.158083875E-05
2026-03-06 23:33:57.416,-5.498607454E-05
2026-03-06 23:33:57.540,-5.151045557E-05
2026-03-06 23:33:57.665,-5.1599574E-05
2026-03-06 23:33:57.790,-6.363056276E-05
2026-03-06 23:33:57.913,-6.024406222E-05
2026-03-06 23:33:58.040,-5.970935161E-05
2026-03-06 23:33:58.165,-6.09570097E-05
2026-03-06 23:33:58.294,-5.364929801E-05
2026-03-06 23:33:58.417,-5.908552256E-05
2026-03-06 23:33:58.541,-5.9174641E-05
2026-03-06 23:33:58.666,-5.739227229E-05
2026-03-06 23:33:58.790,-5.266899522E-05
2026-03-06 23:33:58.915,-6.755177391E-05
2026-03-06 23:33:59.039,-4.98172053E-05
2026-03-06 23:33:59.163,-4.928249468E-05
2026-03-06 23:33:59.286,-6.496733929E-05
2026-03-06 23:33:59.410,-5.935287787E-05
2026-03-06 23:33:59.533,-5.819433821E-05
2026-03-06 23:33:59.657,-5.650108794E-05
2026-03-06 23:33:59.783,-5.730315386E-05
