# Timing post-processed analysis
# Source   : 2026-03-18_21-16-36_Multi_Timing.csv
# Generated: 2026-03-19 12:25:15
# Points   : 10000
# Disconnects: 0
Timestamp,Total_Ms,Comm_Ms,Address_Switch_Ms,UI_Ms,Record_Ms,Had_Error,Rolling_Mean_Total_Ms,Rolling_StdDev_Total_Ms
2026-03-19 01:39:33.205,2517.600,2140.000,377.500,0.000,0.000,0,2520.3966,6.7394609
2026-03-19 01:39:35.773,2520.700,2144.200,376.400,0.100,0.000,0,2520.4067,6.6264084
2026-03-19 01:39:38.351,2505.800,2129.200,376.500,0.000,0.000,0,2519.9355,7.0109384
2026-03-19 01:39:40.925,2514.300,2138.800,375.500,0.000,0.000,0,2519.7594,6.9698395
2026-03-19 01:39:43.508,2512.400,2137.000,375.300,0.000,0.000,0,2519.5364,6.9784004
2026-03-19 01:39:46.086,2519.100,2143.400,375.700,0.000,0.000,0,2519.5235,6.8754062
2026-03-19 01:39:48.676,2515.200,2139.300,375.800,0.000,0.000,0,2519.4,6.8146481
2026-03-19 01:39:51.238,2527.600,2152.800,374.800,0.000,0.000,0,2519.6278,6.8531263
2026-03-19 01:39:53.804,2500.300,2127.000,373.300,0.000,0.000,0,2519.1054,7.4511362
2026-03-19 01:39:56.375,2503.800,2127.600,376.100,0.000,0.000,0,2518.7026,7.7498892
2026-03-19 01:39:58.962,2509.300,2135.000,374.100,0.100,0.000,0,2518.4615,7.7929164
2026-03-19 01:40:01.542,2526.100,2149.600,376.400,0.100,0.000,0,2518.6525,7.7867512
2026-03-19 01:40:04.128,2517.900,2142.800,375.100,0.000,0.000,0,2518.6341,7.6920805
2026-03-19 01:40:06.721,2523.100,2145.100,377.800,0.100,0.000,0,2518.7405,7.6303922
2026-03-19 01:40:09.312,2529.600,2153.000,376.500,0.000,0.000,0,2518.993,7.7167108
2026-03-19 01:40:11.894,2528.700,2153.300,375.400,0.000,0.000,0,2519.2136,7.7644759
2026-03-19 01:40:14.474,2519.300,2144.700,374.500,0.000,0.000,0,2519.2156,7.6777299
2026-03-19 01:40:17.062,2518.000,2142.400,375.600,0.000,0.000,0,2519.1891,7.5958864
2026-03-19 01:40:19.653,2523.200,2153.400,369.700,0.000,0.000,0,2519.2745,7.5369012
2026-03-19 01:40:22.225,2528.900,2152.800,376.000,0.000,0.000,0,2519.475,7.5836309
2026-03-19 01:40:24.805,2508.800,2134.700,374.000,0.000,0.000,0,2519.2571,7.6561033
2026-03-19 01:40:27.392,2516.900,2141.200,375.600,0.000,0.000,0,2519.21,7.5863364
2026-03-19 01:40:29.984,2523.900,2150.000,373.800,0.000,0.000,0,2519.302,7.5396856
2026-03-19 01:40:32.560,2529.200,2155.200,373.900,0.100,0.000,0,2519.4923,7.5895638
2026-03-19 01:40:35.135,2514.300,2139.400,374.900,0.000,0.000,0,2519.3943,7.5507444
2026-03-19 01:40:37.717,2512.800,2140.400,372.100,0.200,0.000,0,2519.2722,7.5331469
2026-03-19 01:40:40.296,2519.600,2143.500,376.100,0.000,0.000,0,2519.2782,7.4644781
2026-03-19 01:40:42.874,2515.800,2141.500,374.100,0.100,0.000,0,2519.2161,7.4118577
2026-03-19 01:40:45.464,2515.000,2138.800,376.100,0.000,0.000,0,2519.1421,7.3673759
2026-03-19 01:40:48.038,2526.700,2150.100,376.600,0.000,0.000,0,2519.2724,7.3695504
2026-03-19 01:40:50.615,2510.800,2136.600,373.900,0.200,0.000,0,2519.1288,7.388219
2026-03-19 01:40:53.199,2513.600,2139.900,373.500,0.100,0.000,0,2519.0367,7.3605019
2026-03-19 01:40:55.780,2520.600,2142.500,378.100,0.000,0.000,0,2519.0623,7.3026194
2026-03-19 01:40:58.358,2519.300,2145.100,373.900,0.200,0.000,0,2519.0661,7.2435498
2026-03-19 01:41:00.946,2517.800,2142.500,375.200,0.000,0.000,0,2519.046,7.1875736
2026-03-19 01:41:03.516,2526.100,2149.700,376.400,0.000,0.000,0,2519.1562,7.1846598
2026-03-19 01:41:06.089,2507.800,2128.800,379.000,0.000,0.000,0,2518.9815,7.2648975
2026-03-19 01:41:08.666,2511.400,2135.900,375.400,0.000,0.000,0,2518.8667,7.2688904
2026-03-19 01:41:11.259,2514.300,2142.800,371.400,0.100,0.000,0,2518.7985,7.2356599
2026-03-19 01:41:13.836,2530.200,2156.300,373.600,0.200,0.000,0,2518.9662,7.31221
2026-03-19 01:41:16.415,2518.100,2142.700,375.300,0.000,0.000,0,2518.9536,7.2597676
2026-03-19 01:41:18.998,2517.500,2142.300,375.000,0.100,0.000,0,2518.9329,7.2097894
2026-03-19 01:41:21.586,2520.500,2145.500,374.800,0.200,0.000,0,2518.9549,7.1612177
2026-03-19 01:41:24.174,2524.500,2150.900,373.500,0.000,0.000,0,2519.0319,7.140861
2026-03-19 01:41:26.752,2525.400,2151.800,373.600,0.000,0.000,0,2519.1192,7.1303069
2026-03-19 01:41:29.337,2515.500,2138.400,377.100,0.000,0.000,0,2519.0703,7.0942826
2026-03-19 01:41:31.928,2521.000,2143.900,377.000,0.000,0.000,0,2519.096,7.0503038
2026-03-19 01:41:34.508,2528.400,2154.300,374.000,0.000,0.000,0,2519.2184,7.083556
2026-03-19 01:41:37.086,2517.300,2140.800,376.400,0.000,0.000,0,2519.1935,7.0407596
2026-03-19 01:41:39.665,2515.200,2140.100,374.900,0.100,0.000,0,2519.1423,7.0098926
2026-03-19 01:41:42.242,2515.600,2138.100,377.500,0.000,0.000,0,2519.0975,6.9766332
2026-03-19 01:41:44.823,2515.300,2141.800,373.500,0.000,0.000,0,2519.05,6.9457181
2026-03-19 01:41:47.403,2519.700,2140.300,379.300,0.100,0.000,0,2519.058,6.9030833
2026-03-19 01:41:49.992,2516.200,2140.600,375.500,0.000,0.000,0,2519.0232,6.8680295
2026-03-19 01:41:52.574,2527.900,2151.800,376.000,0.000,0.000,0,2519.1301,6.8948861
2026-03-19 01:41:55.156,2520.700,2145.900,374.600,0.200,0.000,0,2519.1488,6.8558368
2026-03-19 01:41:57.742,2520.300,2144.800,375.400,0.000,0.000,0,2519.1624,6.8165193
2026-03-19 01:42:00.335,2523.700,2150.200,373.400,0.000,0.000,0,2519.2151,6.7942095
2026-03-19 01:42:02.912,2531.300,2156.600,374.600,0.000,0.000,0,2519.354,6.8767776
2026-03-19 01:42:05.490,2514.600,2140.000,374.500,0.000,0.000,0,2519.3,6.8561353
2026-03-19 01:42:08.066,2516.800,2140.900,375.800,0.000,0.000,0,2519.2719,6.8225994
2026-03-19 01:42:10.648,2513.900,2136.300,377.500,0.000,0.000,0,2519.2122,6.8079174
2026-03-19 01:42:13.236,2518.600,2143.000,375.400,0.100,0.000,0,2519.2055,6.7707088
2026-03-19 01:42:15.827,2524.700,2153.000,371.600,0.000,0.000,0,2519.2652,6.7578688
2026-03-19 01:42:18.407,2529.000,2152.500,376.500,0.000,0.000,0,2519.3699,6.7960106
2026-03-19 01:42:20.999,2518.800,2140.600,378.200,0.000,0.000,0,2519.3638,6.7600178
2026-03-19 01:42:23.592,2529.300,2154.500,374.700,0.000,0.000,0,2519.4684,6.8003756
2026-03-19 01:42:26.181,2530.200,2155.700,374.400,0.100,0.000,0,2519.5802,6.8520468
2026-03-19 01:42:28.760,2527.200,2153.300,373.800,0.000,0.000,0,2519.6588,6.8599503
2026-03-19 01:42:31.341,2515.600,2139.500,376.000,0.000,0.000,0,2519.6173,6.8370394
2026-03-19 01:42:33.908,2517.900,2144.800,373.000,0.000,0.000,0,2519.6,6.8045885
2026-03-19 01:42:36.499,2505.100,2130.600,374.400,0.000,0.000,0,2519.455,6.9224905
2026-03-19 01:42:39.075,2528.900,2153.300,375.500,0.000,0.000,0,2519.549,6.9859931
2026-03-19 01:42:41.659,2513.300,2138.800,374.300,0.200,0.000,0,2519.529,7.0009756
2026-03-19 01:42:44.230,2522.200,2145.200,376.900,0.000,0.000,0,2519.591,6.9969007
2026-03-19 01:42:46.808,2507.000,2130.900,376.000,0.100,0.000,0,2519.369,7.0405496
2026-03-19 01:42:49.391,2516.500,2139.600,376.800,0.000,0.000,0,2519.289,7.0272312
2026-03-19 01:42:51.988,2518.600,2142.600,376.000,0.000,0.000,0,2519.283,7.0275608
2026-03-19 01:42:54.561,2533.600,2156.500,377.000,0.000,0.000,0,2519.366,7.1461489
2026-03-19 01:42:57.141,2510.600,2133.400,377.200,0.000,0.000,0,2519.282,7.1991302
2026-03-19 01:42:59.730,2516.700,2138.600,378.000,0.100,0.000,0,2519.244,7.202629
2026-03-19 01:43:02.311,2528.500,2155.600,372.800,0.100,0.000,0,2519.335,7.2612723
2026-03-19 01:43:04.889,2517.000,2141.800,375.100,0.000,0.000,0,2519.242,7.2309637
2026-03-19 01:43:07.476,2516.300,2141.300,374.900,0.000,0.000,0,2519.262,7.2200247
2026-03-19 01:43:10.046,2523.900,2151.500,372.400,0.000,0.000,0,2519.485,7.0124657
